Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes,total_clean,.default
nome,2011,25-May-11,east,11SN15,10,5,85,100,bksandercock,NA,100,NA
nome,2011,25-May-11,east,11SN16,40,30,30,100,bksandercock,NA,100,NA
nome,2011,25-May-11,east,11SN17,10,NA,90,100,bksandercock,NA,100,NA
nome,2011,25-May-11,east,11SN18,10,30,60,100,bksandercock,NA,100,NA
nome,2011,25-May-11,east,11SN19,5,80,5,90,bksandercock,NA,NA,NA
nome,2011,25-May-11,east,11SN20,80,15,5,100,bksandercock,NA,100,NA
nome,2011,25-May-11,west,11SN01,5,5,90,100,bksandercock,NA,100,NA
nome,2011,25-May-11,west,11SN02,10,40,50,100,bksandercock,NA,100,NA
nome,2011,25-May-11,west,11SN03,NA,30,70,100,bksandercock,NA,100,NA
nome,2011,25-May-11,west,11SN04,10,5,85,100,bksandercock,NA,100,NA
nome,2011,27-May-11,central,11SN05,NA,20,80,100,bksandercock,NA,100,NA
nome,2011,27-May-11,central,11SN06,NA,20,80,100,bksandercock,NA,100,NA
nome,2011,27-May-11,central,11SN07,5,10,85,100,bksandercock,NA,100,NA
nome,2011,27-May-11,central,11SN08,NA,15,85,100,bksandercock,NA,100,NA
nome,2011,27-May-11,central,11SN09,NA,5,95,100,bksandercock,NA,100,NA
nome,2011,27-May-11,central,11SN10,5,5,90,100,bksandercock,NA,100,NA
nome,2011,27-May-11,central,11SN11,5,45,50,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN12,NA,70,30,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN13,5,25,70,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN14,5,5,90,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN15,NA,10,90,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN16,5,5,90,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN17,5,5,90,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN18,NA,15,85,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN19,15,15,70,100,bksandercock,NA,100,NA
nome,2011,27-May-11,east,11SN20,40,45,15,100,bksandercock,NA,100,NA
nome,2011,27-May-11,west,11SN01,NA,10,90,100,bksandercock,NA,100,NA
nome,2011,27-May-11,west,11SN02,NA,30,70,100,bksandercock,NA,100,NA
nome,2011,27-May-11,west,11SN03,NA,10,90,100,bksandercock,NA,100,NA
nome,2011,27-May-11,west,11SN04,NA,10,90,100,bksandercock,NA,100,NA
nome,2011,30-May-11,central,11SN11,NA,40,60,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN12,NA,50,50,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN13,NA,30,70,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN14,NA,5,95,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN15,NA,NA,100,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN16,NA,5,95,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN17,NA,5,95,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN18,NA,10,90,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN19,NA,10,90,100,eescajeda,NA,100,NA
nome,2011,30-May-11,east,11SN20,5,80,15,100,eescajeda,NA,100,NA
nome,2011,30-May-11,central,11SN05,NA,45,55,100,ekwon,NA,100,NA
nome,2011,30-May-11,central,11SN06,NA,40,60,100,ekwon,NA,100,NA
nome,2011,30-May-11,central,11SN07,NA,15,85,100,ekwon,NA,100,NA
nome,2011,30-May-11,central,11SN08,NA,20,80,100,ekwon,NA,100,NA
nome,2011,30-May-11,central,11SN09,NA,10,90,100,ekwon,NA,100,NA
nome,2011,30-May-11,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2011,30-May-11,west,11SN01,NA,5,95,100,ekwon,NA,100,NA
nome,2011,30-May-11,west,11SN02,NA,35,65,100,ekwon,NA,100,NA
nome,2011,30-May-11,west,11SN03,NA,5,95,100,ekwon,NA,100,NA
nome,2011,30-May-11,west,11SN04,NA,10,90,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,central,11SN05,NA,50,50,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,central,11SN06,NA,20,80,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,central,11SN07,NA,10,90,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,central,11SN08,NA,15,85,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,central,11SN09,NA,5,95,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,central,11SN11,NA,80,20,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN12,NA,70,30,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN13,NA,45,55,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN14,NA,5,95,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN15,NA,5,95,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN16,NA,20,80,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN17,NA,20,80,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN18,NA,50,50,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN19,NA,80,20,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,east,11SN20,NA,90,10,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,west,11SN01,NA,10,90,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,west,11SN02,NA,50,50,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,west,11SN03,NA,10,90,100,ekwon,NA,100,NA
nome,2011,1-Jun-11,west,11SN04,NA,5,95,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,central,11SN05,NA,60,40,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,central,11SN06,NA,20,80,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,central,11SN07,NA,10,90,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,central,11SN08,NA,15,85,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,central,11SN09,NA,10,90,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,central,11SN11,NA,80,20,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN12,NA,75,25,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN13,NA,50,50,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN14,NA,5,95,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN15,NA,5,95,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN16,NA,5,95,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN17,NA,15,85,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN18,NA,50,50,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN19,NA,80,20,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,east,11SN20,NA,90,10,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,west,11SN01,NA,5,95,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,west,11SN02,NA,55,45,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,west,11SN03,NA,10,90,100,ekwon,NA,100,NA
nome,2011,3-Jun-11,west,11SN04,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,central,11SN05,NA,85,15,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,central,11SN06,NA,15,85,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,central,11SN07,NA,10,90,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,central,11SN08,NA,50,50,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,central,11SN09,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,central,11SN11,NA,85,15,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN12,NA,80,20,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN13,NA,60,40,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN14,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN15,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN16,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN17,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN18,NA,20,80,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN19,NA,60,40,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,east,11SN20,NA,80,20,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,west,11SN01,NA,5,95,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,west,11SN02,NA,40,60,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,west,11SN03,NA,15,85,100,ekwon,NA,100,NA
nome,2011,12-Jun-11,west,11SN04,NA,5,95,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,central,11SN05,NA,25,75,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,central,11SN06,NA,10,90,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,central,11SN07,NA,5,95,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,central,11SN08,NA,20,80,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,central,11SN09,NA,5,95,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,central,11SN11,NA,95,5,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN12,NA,30,70,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN13,NA,50,50,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN14,NA,5,95,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN15,NA,NA,100,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN16,NA,5,95,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN17,NA,NA,100,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN18,NA,20,80,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN19,NA,50,50,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,east,11SN20,NA,95,5,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,west,11SN01,NA,NA,100,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,west,11SN02,NA,90,10,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,west,11SN03,NA,5,95,100,ekwon,NA,100,NA
nome,2011,22-Jun-11,west,11SN04,NA,NA,100,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,central,11SN11,NA,80,20,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN12,NA,70,30,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN13,NA,50,50,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN14,NA,5,95,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN15,NA,5,95,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN16,NA,5,95,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN17,NA,5,95,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN18,NA,40,60,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN19,NA,50,50,100,ekwon,NA,100,NA
nome,2011,30-Jun-11,east,11SN20,NA,90,10,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,central,11SN05,NA,40,60,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,central,11SN06,NA,25,75,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,central,11SN07,NA,10,90,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,central,11SN08,NA,50,50,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,central,11SN09,NA,20,80,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,central,11SN11,NA,90,10,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN12,NA,70,30,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN13,NA,75,25,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN14,NA,5,95,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN15,NA,5,95,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN16,NA,5,95,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN17,NA,5,95,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN18,NA,40,60,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN19,NA,50,50,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,east,11SN20,NA,85,15,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,west,11SN01,NA,5,95,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,west,11SN02,NA,65,35,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,west,11SN03,NA,10,90,100,ekwon,NA,100,NA
nome,2011,20-Jul-11,west,11SN04,NA,5,95,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,central,11SN05,NA,30,70,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,central,11SN06,NA,30,70,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,central,11SN07,NA,10,90,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,central,11SN08,NA,45,55,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,central,11SN09,NA,5,95,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,central,11SN11,NA,95,5,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN12,NA,90,10,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN13,NA,85,15,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN14,NA,10,90,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN15,NA,5,95,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN16,NA,10,90,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN17,NA,5,95,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN18,NA,60,40,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN19,NA,90,10,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,east,11SN20,NA,80,20,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,west,11SN01,NA,5,95,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,west,11SN02,NA,85,15,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,west,11SN03,NA,10,90,100,ekwon,NA,100,NA
nome,2011,7-Sep-11,west,11SN04,NA,5,95,100,ekwon,NA,100,NA
nome,2012,17-May-12,central,11SN05,100,NA,NA,100,ekwon,NA,100,NA
nome,2012,17-May-12,central,11SN06,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,central,11SN07,80,NA,20,100,ekwon,NA,100,NA
nome,2012,17-May-12,central,11SN08,85,5,10,100,ekwon,NA,100,NA
nome,2012,17-May-12,central,11SN09,80,NA,20,100,ekwon,NA,100,NA
nome,2012,17-May-12,central,11SN10,85,NA,15,100,ekwon,NA,100,NA
nome,2012,17-May-12,central,11SN11,100,NA,NA,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN12,90,5,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN13,95,5,NA,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN14,60,NA,40,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN15,90,NA,10,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN16,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN17,50,NA,50,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN18,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN19,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,east,11SN20,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,west,11SN01,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,west,11SN02,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,west,11SN03,95,NA,5,100,ekwon,NA,100,NA
nome,2012,17-May-12,west,11SN04,40,NA,60,100,ekwon,NA,100,NA
nome,2012,19-May-12,central,11SN05,85,10,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,central,11SN06,50,50,NA,100,ekwon,NA,100,NA
nome,2012,19-May-12,central,11SN07,75,15,10,100,ekwon,NA,100,NA
nome,2012,19-May-12,central,11SN08,10,85,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,central,11SN09,70,NA,30,100,ekwon,NA,100,NA
nome,2012,19-May-12,central,11SN10,80,5,15,100,ekwon,NA,100,NA
nome,2012,19-May-12,central,11SN11,5,95,NA,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN12,NA,95,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN13,5,95,NA,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN14,25,5,70,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN15,40,30,30,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN16,90,5,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN17,15,NA,85,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN18,15,85,NA,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN19,15,80,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,east,11SN20,5,90,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,west,11SN01,90,5,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,west,11SN02,60,30,10,100,ekwon,NA,100,NA
nome,2012,19-May-12,west,11SN03,90,5,5,100,ekwon,NA,100,NA
nome,2012,19-May-12,west,11SN04,40,NA,60,100,ekwon,NA,100,NA
nome,2012,21-May-12,central,11SN05,50,45,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,central,11SN06,55,40,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,central,11SN07,30,40,30,100,ekwon,NA,100,NA
nome,2012,21-May-12,central,11SN08,5,90,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,central,11SN09,60,NA,40,100,ekwon,NA,100,NA
nome,2012,21-May-12,central,11SN10,60,5,35,100,ekwon,NA,100,NA
nome,2012,21-May-12,central,11SN11,NA,100,NA,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN12,NA,95,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN13,5,95,NA,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN14,15,5,80,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN15,40,30,30,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN16,90,5,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN17,10,NA,90,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN18,10,90,NA,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN19,50,45,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,east,11SN20,50,45,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,west,11SN01,70,10,20,100,ekwon,NA,100,NA
nome,2012,21-May-12,west,11SN02,50,35,15,100,ekwon,NA,100,NA
nome,2012,21-May-12,west,11SN03,90,5,5,100,ekwon,NA,100,NA
nome,2012,21-May-12,west,11SN04,30,NA,70,100,ekwon,NA,100,NA
nome,2012,23-May-12,central,11SN05,40,50,10,100,ekwon,NA,100,NA
nome,2012,23-May-12,central,11SN06,20,70,10,100,ekwon,NA,100,NA
nome,2012,23-May-12,central,11SN07,10,75,15,100,ekwon,NA,100,NA
nome,2012,23-May-12,central,11SN08,5,90,5,100,ekwon,NA,100,NA
nome,2012,23-May-12,central,11SN09,55,5,40,100,ekwon,NA,100,NA
nome,2012,23-May-12,central,11SN10,30,5,65,100,ekwon,NA,100,NA
nome,2012,23-May-12,central,11SN11,NA,100,NA,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN12,NA,95,5,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN13,5,90,5,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN14,25,5,70,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN15,40,30,30,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN16,65,5,30,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN17,10,NA,90,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN18,5,90,5,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN19,10,85,5,100,ekwon,NA,100,NA
nome,2012,23-May-12,east,11SN20,5,90,5,100,ekwon,NA,100,NA
nome,2012,23-May-12,west,11SN01,45,10,45,100,ekwon,NA,100,NA
nome,2012,23-May-12,west,11SN02,35,60,5,100,ekwon,NA,100,NA
nome,2012,23-May-12,west,11SN03,45,45,10,100,ekwon,NA,100,NA
nome,2012,23-May-12,west,11SN04,30,NA,70,100,ekwon,NA,100,NA
nome,2012,25-May-12,central,11SN05,10,75,15,100,ekwon,NA,100,NA
nome,2012,25-May-12,central,11SN06,10,60,30,100,ekwon,NA,100,NA
nome,2012,25-May-12,central,11SN07,5,80,15,100,ekwon,NA,100,NA
nome,2012,25-May-12,central,11SN08,NA,85,15,100,ekwon,NA,100,NA
nome,2012,25-May-12,central,11SN09,35,5,60,100,ekwon,NA,100,NA
nome,2012,25-May-12,central,11SN10,5,5,90,100,ekwon,NA,100,NA
nome,2012,25-May-12,central,11SN11,NA,100,NA,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN12,NA,90,10,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN13,5,90,5,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN14,25,5,70,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN15,30,30,40,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN16,40,30,30,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN17,5,NA,95,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN18,5,90,5,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN19,5,90,5,100,ekwon,NA,100,NA
nome,2012,25-May-12,east,11SN20,5,90,5,100,ekwon,NA,100,NA
nome,2012,25-May-12,west,11SN01,10,40,50,100,ekwon,NA,100,NA
nome,2012,25-May-12,west,11SN02,20,70,10,100,ekwon,NA,100,NA
nome,2012,25-May-12,west,11SN03,5,35,60,100,ekwon,NA,100,NA
nome,2012,25-May-12,west,11SN04,10,5,85,100,ekwon,NA,100,NA
nome,2012,28-May-12,central,11SN05,5,40,55,100,ekwon,NA,100,NA
nome,2012,28-May-12,central,11SN06,5,55,40,100,ekwon,NA,100,NA
nome,2012,28-May-12,central,11SN07,5,60,35,100,ekwon,NA,100,NA
nome,2012,28-May-12,central,11SN08,NA,60,40,100,ekwon,NA,100,NA
nome,2012,28-May-12,central,11SN09,15,5,80,100,ekwon,NA,100,NA
nome,2012,28-May-12,central,11SN10,NA,10,90,100,ekwon,NA,100,NA
nome,2012,28-May-12,central,11SN11,5,95,NA,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN12,NA,90,10,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN13,5,90,5,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN14,15,NA,85,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN15,15,10,75,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN16,20,10,70,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN17,5,NA,95,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN18,5,80,15,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN19,5,85,10,100,ekwon,NA,100,NA
nome,2012,28-May-12,east,11SN20,NA,90,10,100,ekwon,NA,100,NA
nome,2012,28-May-12,west,11SN01,5,40,55,100,ekwon,NA,100,NA
nome,2012,28-May-12,west,11SN02,5,70,25,100,ekwon,NA,100,NA
nome,2012,28-May-12,west,11SN03,5,10,85,100,ekwon,NA,100,NA
nome,2012,28-May-12,west,11SN04,5,5,90,100,ekwon,NA,100,NA
nome,2012,30-May-12,central,11SN05,5,45,50,100,ekwon,NA,100,NA
nome,2012,30-May-12,central,11SN06,5,45,50,100,ekwon,NA,100,NA
nome,2012,30-May-12,central,11SN07,5,50,45,100,ekwon,NA,100,NA
nome,2012,30-May-12,central,11SN08,NA,60,40,100,ekwon,NA,100,NA
nome,2012,30-May-12,central,11SN09,NA,20,80,100,ekwon,NA,100,NA
nome,2012,30-May-12,central,11SN10,NA,10,90,100,ekwon,NA,100,NA
nome,2012,30-May-12,central,11SN11,5,95,NA,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN12,NA,90,10,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN13,5,90,5,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN14,5,NA,95,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN15,5,5,90,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN16,5,5,90,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN17,NA,NA,100,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN18,NA,80,20,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN19,NA,90,10,100,ekwon,NA,100,NA
nome,2012,30-May-12,east,11SN20,NA,90,10,100,ekwon,NA,100,NA
nome,2012,30-May-12,west,11SN01,NA,30,70,100,ekwon,NA,100,NA
nome,2012,30-May-12,west,11SN02,NA,80,20,100,ekwon,NA,100,NA
nome,2012,30-May-12,west,11SN03,NA,15,85,100,ekwon,NA,100,NA
nome,2012,30-May-12,west,11SN04,5,10,85,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,central,11SN05,NA,35,65,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,central,11SN06,NA,50,50,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,central,11SN07,NA,15,85,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,central,11SN08,NA,60,40,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,central,11SN09,NA,10,90,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,central,11SN10,NA,5,95,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,central,11SN11,NA,95,5,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,east,11SN12,NA,90,10,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,east,11SN13,NA,90,10,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,east,11SN14,NA,NA,100,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,east,11SN15,NA,5,95,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,east,11SN16,NA,5,95,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,east,11SN17,NA,NA,100,100,ekwon,NA,100,NA
nome,2012,6-Jun-12,east,11SN18,NA,50,50,100,ekwon,NA,100,NA
